"var","ind","year","value"
"PROD","D05T09",2000,216300
"VALU","D05T09",2000,110500
"EMPE","D05T09",2000,521000
"FTEE","D05T09",2000,511000
"FTEN","D05T09",2000,520000
"LABR","D05T09",2000,35992
"WAGE","D05T09",2000,29679000
"CAPN","D05T09",2000,573700
"GFCF","D05T09",2000,40700
"VKPY","D05T09",2000,74853.475144339
"PKPY","D05T09",2000,162182.800722881
"IKPY","D05T09",2000,88471.8062111097
"GKPY","D05T09",2000,36063.6436397759
"CNPY","D05T09",2000,525362.219699991
"EMPN","D05T09",2000,530000
"INTI","D05T09",2001,99100
"PROD","D05T09",2001,224200
"VALU","D05T09",2001,125200
"EMPE","D05T09",2001,537000
"FTEE","D05T09",2001,527000
"FTEN","D05T09",2001,547000
"LABR","D05T09",2001,38611
"WAGE","D05T09",2001,32278000
"CAPN","D05T09",2001,653000
"GFCF","D05T09",2001,50800
"VKPY","D05T09",2001,129231.006598614
"PKPY","D05T09",2001,227749.207378283
"IKPY","D05T09",2001,98781.0858495622
"GKPY","D05T09",2001,41239.3094022013
"CNPY","D05T09",2001,574920.638297872
"EMPN","D05T09",2001,557000
"INTI","D05T09",2002,80600
"PROD","D05T09",2002,194000
"VALU","D05T09",2002,113400
"EMPE","D05T09",2002,509000
"FTEE","D05T09",2002,502000
"FTEN","D05T09",2002,514000
"LABR","D05T09",2002,35731
"WAGE","D05T09",2002,30664000
"CAPN","D05T09",2002,725200
"GFCF","D05T09",2002,41100
"VKPY","D05T09",2002,123045.396720694
"PKPY","D05T09",2002,206189.455181044
"IKPY","D05T09",2002,83445.2081663896
"GKPY","D05T09",2002,29404.7936841507
"CNPY","D05T09",2002,640328.061376248
"EMPN","D05T09",2002,521000
"INTI","D05T09",2003,110500
"PROD","D05T09",2003,250500
"VALU","D05T09",2003,140100
"EMPE","D05T09",2003,502000
"FTEE","D05T09",2003,492000
"FTEN","D05T09",2003,501000
"LABR","D05T09",2003,37080
"WAGE","D05T09",2003,31194000
"CAPN","D05T09",2003,778600
"GFCF","D05T09",2003,52800
"VKPY","D05T09",2003,101175.878228561
"PKPY","D05T09",2003,196312.790886021
"IKPY","D05T09",2003,96435.3933781231
"GKPY","D05T09",2003,54577.8560039249
"CNPY","D05T09",2003,720360.529261022
"EMPN","D05T09",2003,511000
"INTI","D05T09",2004,130200
"PROD","D05T09",2004,297800
"VALU","D05T09",2004,167600
"EMPE","D05T09",2004,523000
"FTEE","D05T09",2004,512000
"FTEN","D05T09",2004,525000
"LABR","D05T09",2004,41466
"WAGE","D05T09",2004,34664000
"CAPN","D05T09",2004,930600
"GFCF","D05T09",2004,63300
"VKPY","D05T09",2004,138797.637054849
"PKPY","D05T09",2004,254750.338814842
"IKPY","D05T09",2004,116192.583249243
"GKPY","D05T09",2004,63581.8003805442
"CNPY","D05T09",2004,777599.766234587
"EMPN","D05T09",2004,536000
"INTI","D05T09",2005,165100
"PROD","D05T09",2005,391800
"VALU","D05T09",2005,226600
"EMPE","D05T09",2005,558000
"FTEE","D05T09",2005,550000
"FTEN","D05T09",2005,560000
"LABR","D05T09",2005,47133
"WAGE","D05T09",2005,40254000
"CAPN","D05T09",2005,1222500
"GFCF","D05T09",2005,88600
"VKPY","D05T09",2005,166647.791834466
"PKPY","D05T09",2005,306930.96254945
"IKPY","D05T09",2005,140586.659817442
"GKPY","D05T09",2005,78272.6586589351
"CNPY","D05T09",2005,933592.598450103
"EMPN","D05T09",2005,568000
"INTI","D05T09",2006,166500
"PROD","D05T09",2006,439900
"VALU","D05T09",2006,273400
"EMPE","D05T09",2006,615000
"FTEE","D05T09",2006,606000
"FTEN","D05T09",2006,616000
"LABR","D05T09",2006,56974
"WAGE","D05T09",2006,47894000
"CAPN","D05T09",2006,1421900
"GFCF","D05T09",2006,124500
"VKPY","D05T09",2006,250919.405427519
"PKPY","D05T09",2006,409311.550483094
"IKPY","D05T09",2006,158065.506244739
"GKPY","D05T09",2006,126253.296280674
"CNPY","D05T09",2006,1243249.73725696
"EMPN","D05T09",2006,625000
"INTI","D05T09",2007,157400
"PROD","D05T09",2007,471400
"VALU","D05T09",2007,314000
"EMPE","D05T09",2007,658000
"FTEE","D05T09",2007,647000
"FTEN","D05T09",2007,667000
"LABR","D05T09",2007,62673
"WAGE","D05T09",2007,53792000
"CAPN","D05T09",2007,1502200
"GFCF","D05T09",2007,136600
"VKPY","D05T09",2007,291450.460591133
"PKPY","D05T09",2007,442768.046310824
"IKPY","D05T09",2007,151047.487863879
"GKPY","D05T09",2007,149454.845814978
"CNPY","D05T09",2007,1445851.81108872
"EMPN","D05T09",2007,678000
"INTI","D05T09",2008,190900
"PROD","D05T09",2008,592400
"VALU","D05T09",2008,401500
"EMPE","D05T09",2008,717000
"FTEE","D05T09",2008,709000
"FTEN","D05T09",2008,724000
"LABR","D05T09",2008,72780
"WAGE","D05T09",2008,62682000
"CAPN","D05T09",2008,1588900
"GFCF","D05T09",2008,156100
"VKPY","D05T09",2008,317605.734684211
"PKPY","D05T09",2008,483139.357087529
"IKPY","D05T09",2008,165723.104704006
"GKPY","D05T09",2008,140913.423505095
"CNPY","D05T09",2008,1533436.35550587
"EMPN","D05T09",2008,732000
"INTI","D05T09",2009,90100
"PROD","D05T09",2009,380400
"VALU","D05T09",2009,290300
"EMPE","D05T09",2009,640000
"FTEE","D05T09",2009,630000
"FTEN","D05T09",2009,648000
"LABR","D05T09",2009,64690
"WAGE","D05T09",2009,54957000
"CAPN","D05T09",2009,1399900
"GFCF","D05T09",2009,106800
"VKPY","D05T09",2009,458568.899548855
"PKPY","D05T09",2009,559649.321694441
"IKPY","D05T09",2009,109135.604847931
"GKPY","D05T09",2009,109744.866035335
"CNPY","D05T09",2009,1581923.71641063
"EMPN","D05T09",2009,658000
"INTI","D05T09",2010,131600
"PROD","D05T09",2010,463300
"VALU","D05T09",2010,331700
"EMPE","D05T09",2010,648000
"FTEE","D05T09",2010,642000
"FTEN","D05T09",2010,662000
"LABR","D05T09",2010,69142
"WAGE","D05T09",2010,58973000
"CAPN","D05T09",2010,1482600
"GFCF","D05T09",2010,121600
"VKPY","D05T09",2010,272664.275
"PKPY","D05T09",2010,391191.948
"IKPY","D05T09",2010,119984.368
"GKPY","D05T09",2010,129599.664
"CNPY","D05T09",2010,1409475.316
"EMPN","D05T09",2010,668000
"INTI","D05T09",2011,157400
"PROD","D05T09",2011,556100
"VALU","D05T09",2011,398600
"EMPE","D05T09",2011,726000
"FTEE","D05T09",2011,714000
"FTEN","D05T09",2011,734000
"LABR","D05T09",2011,80257
"WAGE","D05T09",2011,69390000
"CAPN","D05T09",2011,1541700
"GFCF","D05T09",2011,158500
"VKPY","D05T09",2011,352896.309821666
"PKPY","D05T09",2011,499201.841749565
"IKPY","D05T09",2011,146383.851976451
"GKPY","D05T09",2011,170935.240795069
"CNPY","D05T09",2011,1523580.4517103
"EMPN","D05T09",2011,746000
"INTI","D05T09",2012,172500
"PROD","D05T09",2012,579200
"VALU","D05T09",2012,406700
"EMPE","D05T09",2012,794000
"FTEE","D05T09",2012,780000
"FTEN","D05T09",2012,8e+05
"LABR","D05T09",2012,90057
"WAGE","D05T09",2012,76957000
"CAPN","D05T09",2012,1617300
"GFCF","D05T09",2012,183600
"VKPY","D05T09",2012,439055.54454752
"PKPY","D05T09",2012,615917.662400953
"IKPY","D05T09",2012,176699.904136963
"GKPY","D05T09",2012,173110.384509412
"CNPY","D05T09",2012,1602359.54072313
"EMPN","D05T09",2012,814000
"INTI","D05T09",2013,191200
"PROD","D05T09",2013,630600
"VALU","D05T09",2013,439400
"EMPE","D05T09",2013,808000
"FTEE","D05T09",2013,795000
"FTEN","D05T09",2013,811000
"LABR","D05T09",2013,92833
"WAGE","D05T09",2013,79519000
"CAPN","D05T09",2013,1752500
"GFCF","D05T09",2013,193300
"VKPY","D05T09",2013,423441.841026992
"PKPY","D05T09",2013,609669.058464046
"IKPY","D05T09",2013,186262.365371547
"GKPY","D05T09",2013,185820.288237031
"CNPY","D05T09",2013,1676224.11426658
"EMPN","D05T09",2013,824000
"INTI","D06",1997,42600
"PROD","D06",1997,97800
"VALU","D06",1997,55200
"CAPN","D06",1997,389200
"GFCF","D06",1997,28200
"INTI","D06",1998,33300
"PROD","D06",1998,72100
"VALU","D06",1998,38800
"EMPE","D06",1998,140000
"FTEE","D06",1998,138000
"FTEN","D06",1998,140000
"LABR","D06",1998,12344
"WAGE","D06",1998,10294000
"CAPN","D06",1998,403000
"GFCF","D06",1998,30400
"VKPY","D06",1998,57254.3089950471
"PKPY","D06",1998,94923.8519485021
"IKPY","D06",1998,38244.2043846517
"GKPY","D06",1998,31896.6873226386
"CNPY","D06",1998,389278.236659866
"EMPN","D06",1998,142000
"INTI","D06",1999,41200
"PROD","D06",1999,85100
"VALU","D06",1999,43900
"EMPE","D06",1999,130000
"FTEE","D06",1999,127000
"FTEN","D06",1999,129000
"LABR","D06",1999,12338
"WAGE","D06",1999,10159000
"CAPN","D06",1999,396900
"GFCF","D06",1999,27200
"VKPY","D06",1999,34353.7723739205
"PKPY","D06",1999,71193.6008654008
"IKPY","D06",1999,37086.7836277348
"GKPY","D06",1999,32861.6676480377
"CNPY","D06",1999,400387.929215278
"EMPN","D06",1999,132000
"INTI","D06",2000,76700
"PROD","D06",2000,144900
"VALU","D06",2000,68200
"EMPE","D06",2000,125000
"FTEE","D06",2000,123000
"FTEN","D06",2000,125000
"LABR","D06",2000,13358
"WAGE","D06",2000,10922000
"CAPN","D06",2000,440200
"GFCF","D06",2000,30600
"VKPY","D06",2000,32704.5325910462
"PKPY","D06",2000,90658.4413788702
"IKPY","D06",2000,59730.1020957577
"GKPY","D06",2000,27017.374005305
"CNPY","D06",2000,396598.916737468
"EMPN","D06",2000,127000
"INTI","D06",2001,65500
"PROD","D06",2001,142700
"VALU","D06",2001,77200
"EMPE","D06",2001,125000
"FTEE","D06",2001,123000
"FTEN","D06",2001,127000
"LABR","D06",2001,14096
"WAGE","D06",2001,11637000
"CAPN","D06",2001,517000
"GFCF","D06",2001,41200
"VKPY","D06",2001,81815.1544401545
"PKPY","D06",2001,147300.05091853
"IKPY","D06",2001,65867.6123541854
"GKPY","D06",2001,32771.669388777
"CNPY","D06",2001,444223.570495885
"EMPN","D06",2001,129000
"INTI","D06",2002,46400
"PROD","D06",2002,116900
"VALU","D06",2002,70500
"EMPE","D06",2002,122000
"FTEE","D06",2002,120000
"FTEN","D06",2002,123000
"LABR","D06",2002,13240
"WAGE","D06",2002,11217000
"CAPN","D06",2002,588900
"GFCF","D06",2002,33600
"VKPY","D06",2002,84154.0613847252
"PKPY","D06",2002,132942.711085357
"IKPY","D06",2002,49626.0435844526
"GKPY","D06",2002,19687.797493154
"CNPY","D06",2002,508930.950088268
"EMPN","D06",2002,125000
"INTI","D06",2003,72600
"PROD","D06",2003,166200
"VALU","D06",2003,93600
"EMPE","D06",2003,121000
"FTEE","D06",2003,118000
"FTEN","D06",2003,120000
"LABR","D06",2003,13640
"WAGE","D06",2003,11410000
"CAPN","D06",2003,641600
"GFCF","D06",2003,44500
"VKPY","D06",2003,58016.7091290061
"PKPY","D06",2003,116319.548372814
"IKPY","D06",2003,59811.5856310342
"GKPY","D06",2003,46448.9004845323
"CNPY","D06",2003,587609.868555125
"EMPN","D06",2003,123000
"INTI","D06",2004,85500
"PROD","D06",2004,198900
"VALU","D06",2004,113400
"EMPE","D06",2004,122000
"FTEE","D06",2004,120000
"FTEN","D06",2004,123000
"LABR","D06",2004,15562
"WAGE","D06",2004,12933000
"CAPN","D06",2004,781600
"GFCF","D06",2004,51600
"VKPY","D06",2004,91437.4896922877
"PKPY","D06",2004,166242.260504736
"IKPY","D06",2004,74890.1628697464
"GKPY","D06",2004,54927.6253707199
"CNPY","D06",2004,640990.668368649
"EMPN","D06",2004,125000
"INTI","D06",2005,104400
"PROD","D06",2005,260600
"VALU","D06",2005,156200
"EMPE","D06",2005,126000
"FTEE","D06",2005,124000
"FTEN","D06",2005,127000
"LABR","D06",2005,17181
"WAGE","D06",2005,14550000
"CAPN","D06",2005,1052300
"GFCF","D06",2005,71500
"VKPY","D06",2005,110017.782779966
"PKPY","D06",2005,196510.924690181
"IKPY","D06",2005,86534.3108396497
"GKPY","D06",2005,46153.2941979522
"CNPY","D06",2005,781600
"EMPN","D06",2005,129000
"INTI","D06",2006,92800
"PROD","D06",2006,271000
"VALU","D06",2006,178200
"EMPE","D06",2006,135000
"FTEE","D06",2006,132000
"FTEN","D06",2006,133000
"LABR","D06",2006,20894
"WAGE","D06",2006,17388000
"CAPN","D06",2006,1227500
"GFCF","D06",2006,98400
"VKPY","D06",2006,169656.966662596
"PKPY","D06",2006,259010.294180711
"IKPY","D06",2006,89323.7157710625
"GKPY","D06",2006,98793.491864831
"CNPY","D06",2006,1062658.21510344
"EMPN","D06",2006,136000
"INTI","D06",2007,88400
"PROD","D06",2007,293600
"VALU","D06",2007,205300
"EMPE","D06",2007,146000
"FTEE","D06",2007,143000
"FTEN","D06",2007,145000
"LABR","D06",2007,22573
"WAGE","D06",2007,19031000
"CAPN","D06",2007,1288800
"GFCF","D06",2007,107400
"VKPY","D06",2007,190240.946652426
"PKPY","D06",2007,275378.935786942
"IKPY","D06",2007,84971.1185915746
"GKPY","D06",2007,127884.782608696
"CNPY","D06",2007,1239402.87970039
"EMPN","D06",2007,148000
"INTI","D06",2008,114800
"PROD","D06",2008,395400
"VALU","D06",2008,280500
"EMPE","D06",2008,162000
"FTEE","D06",2008,160000
"FTEN","D06",2008,160000
"LABR","D06",2008,27287
"WAGE","D06",2008,23211000
"CAPN","D06",2008,1351400
"GFCF","D06",2008,120800
"VKPY","D06",2008,206037.808698857
"PKPY","D06",2008,302479.214479062
"IKPY","D06",2008,96902.6121211496
"GKPY","D06",2008,94539.8235504105
"CNPY","D06",2008,1304174.69549788
"EMPN","D06",2008,162000
"INTI","D06",2009,39000
"PROD","D06",2009,223600
"VALU","D06",2009,184600
"EMPE","D06",2009,161000
"FTEE","D06",2009,159000
"FTEN","D06",2009,161000
"LABR","D06",2009,25873
"WAGE","D06",2009,21676000
"CAPN","D06",2009,1169300
"GFCF","D06",2009,82000
"VKPY","D06",2009,367931.581777877
"PKPY","D06",2009,407402.064829889
"IKPY","D06",2009,53999.1345086455
"GKPY","D06",2009,116640.596334704
"CNPY","D06",2009,1338775.34846398
"EMPN","D06",2009,163000
"INTI","D06",2010,80300
"PROD","D06",2010,289700
"VALU","D06",2010,209300
"EMPE","D06",2010,159000
"FTEE","D06",2010,158000
"FTEN","D06",2010,161000
"LABR","D06",2010,27593
"WAGE","D06",2010,23226000
"CAPN","D06",2010,1241300
"GFCF","D06",2010,94800
"VKPY","D06",2010,158613.858
"PKPY","D06",2010,227099.34
"IKPY","D06",2010,70245.63
"GKPY","D06",2010,98985.48
"CNPY","D06",2010,1171977.697
"EMPN","D06",2010,162000
"INTI","D06",2011,91200
"PROD","D06",2011,343700
"VALU","D06",2011,252500
"EMPE","D06",2011,171000
"FTEE","D06",2011,168000
"FTEN","D06",2011,169000
"LABR","D06",2011,30643
"WAGE","D06",2011,26126000
"CAPN","D06",2011,1273900
"GFCF","D06",2011,116200
"VKPY","D06",2011,218035.144257067
"PKPY","D06",2011,303559.619947817
"IKPY","D06",2011,85434.0784045926
"GKPY","D06",2011,103492.002584621
"CNPY","D06",2011,1261747.03928005
"EMPN","D06",2011,172000
"INTI","D06",2012,88000
"PROD","D06",2012,348400
"VALU","D06",2012,260400
"EMPE","D06",2012,188000
"FTEE","D06",2012,185000
"FTEN","D06",2012,189000
"LABR","D06",2012,34653
"WAGE","D06",2012,29276000
"CAPN","D06",2012,1325400
"GFCF","D06",2012,140000
"VKPY","D06",2012,295468.640025025
"PKPY","D06",2012,388881.190333008
"IKPY","D06",2012,93832.7323582055
"GKPY","D06",2012,125389.695102518
"CNPY","D06",2012,1315300.49960738
"EMPN","D06",2012,192000
"INTI","D06",2013,107300
"PROD","D06",2013,399200
"VALU","D06",2013,291900
"EMPE","D06",2013,197000
"FTEE","D06",2013,194000
"FTEN","D06",2013,196000
"LABR","D06",2013,35971
"WAGE","D06",2013,30449000
"CAPN","D06",2013,1433600
"GFCF","D06",2013,148700
"VKPY","D06",2013,275339.16995255
"PKPY","D06",2013,377593.914328899
"IKPY","D06",2013,102308.340729846
"GKPY","D06",2013,133399.904362746
"CNPY","D06",2013,1366790.79388921
"EMPN","D06",2013,199000
"INTI","D07T08",1997,29200
"PROD","D07T08",1997,55700
"VALU","D07T08",1997,26500
"CAPN","D07T08",1997,87900
"GFCF","D07T08",1997,7800
"EMPN","D07T08",1997,0
"INTI","D07T08",1998,25900
"PROD","D07T08",1998,54800
"VALU","D07T08",1998,28900
"EMPE","D07T08",1998,246000
"FTEE","D07T08",1998,241000
"FTEN","D07T08",1998,241000
"LABR","D07T08",1998,14066
"WAGE","D07T08",1998,11180000
"CAPN","D07T08",1998,88600
"GFCF","D07T08",1998,6300
"VKPY","D07T08",1998,30829.1358546376
"PKPY","D07T08",1998,56786.0984168055
"IKPY","D07T08",1998,26077.9366458646
"GKPY","D07T08",1998,6091.36070032296
"CNPY","D07T08",1998,86381.2868000167
"EMPN","D07T08",1998,246000
"INTI","D07T08",1999,23300
"PROD","D07T08",1999,52600
"VALU","D07T08",1999,29300
"EMPE","D07T08",1999,235000
"FTEE","D07T08",1999,231000
"FTEN","D07T08",1999,231000
"LABR","D07T08",1999,13638
"WAGE","D07T08",1999,10973000
"CAPN","D07T08",1999,88800
"GFCF","D07T08",1999,5500
"VKPY","D07T08",1999,30333.9253931931
"PKPY","D07T08",1999,53572.7833771545
"IKPY","D07T08",1999,23280.3325814869
"GKPY","D07T08",1999,5262.12238012751
"CNPY","D07T08",1999,86450.2501779397
"EMPN","D07T08",1999,235000
"INTI","D07T08",2000,25800
"PROD","D07T08",2000,54300
"VALU","D07T08",2000,28500
"EMPE","D07T08",2000,223000
"FTEE","D07T08",2000,218000
"FTEN","D07T08",2000,218000
"LABR","D07T08",2000,13117
"WAGE","D07T08",2000,10588000
"CAPN","D07T08",2000,89500
"GFCF","D07T08",2000,5600
"VKPY","D07T08",2000,28768.1852787487
"PKPY","D07T08",2000,53334.8468010795
"IKPY","D07T08",2000,24536.9956701437
"GKPY","D07T08",2000,5323.64980781342
"CNPY","D07T08",2000,86829.6530174526
"EMPN","D07T08",2000,223000
"INTI","D07T08",2001,26300
"PROD","D07T08",2001,54400
"VALU","D07T08",2001,28100
"EMPE","D07T08",2001,221000
"FTEE","D07T08",2001,217000
"FTEN","D07T08",2001,219000
"LABR","D07T08",2001,13240
"WAGE","D07T08",2001,10817000
"CAPN","D07T08",2001,89000
"GFCF","D07T08",2001,4600
"VKPY","D07T08",2001,28020.8564631245
"PKPY","D07T08",2001,53782.3999115851
"IKPY","D07T08",2001,25759.7383544363
"GKPY","D07T08",2001,5012.8936003141
"CNPY","D07T08",2001,86761.5158499516
"EMPN","D07T08",2001,223000
"INTI","D07T08",2002,26600
"PROD","D07T08",2002,54200
"VALU","D07T08",2002,27600
"EMPE","D07T08",2002,210000
"FTEE","D07T08",2002,207000
"FTEN","D07T08",2002,209000
"LABR","D07T08",2002,12355
"WAGE","D07T08",2002,10435000
"CAPN","D07T08",2002,87800
"GFCF","D07T08",2002,4200
"VKPY","D07T08",2002,25921.143195139
"PKPY","D07T08",2002,52006.8734657442
"IKPY","D07T08",2002,26103.8231880803
"GKPY","D07T08",2002,2933.37259865412
"CNPY","D07T08",2002,86206.1955135936
"EMPN","D07T08",2002,212000
"INTI","D07T08",2003,27400
"PROD","D07T08",2003,56900
"VALU","D07T08",2003,29500
"EMPE","D07T08",2003,201000
"FTEE","D07T08",2003,197000
"FTEN","D07T08",2003,198000
"LABR","D07T08",2003,12510
"WAGE","D07T08",2003,10292000
"CAPN","D07T08",2003,87500
"GFCF","D07T08",2003,4600
"VKPY","D07T08",2003,28133.8735062664
"PKPY","D07T08",2003,54375.547839281
"IKPY","D07T08",2003,26239.0661097019
"GKPY","D07T08",2003,5214.11755458172
"CNPY","D07T08",2003,85625.0420965256
"EMPN","D07T08",2003,202000
"INTI","D07T08",2004,32900
"PROD","D07T08",2004,67000
"VALU","D07T08",2004,34100
"EMPE","D07T08",2004,206000
"FTEE","D07T08",2004,202000
"FTEN","D07T08",2004,205000
"LABR","D07T08",2004,13451
"WAGE","D07T08",2004,11011000
"CAPN","D07T08",2004,94200
"GFCF","D07T08",2004,7400
"VKPY","D07T08",2004,28879.7523851279
"PKPY","D07T08",2004,59016.6627886685
"IKPY","D07T08",2004,30209.0945589416
"GKPY","D07T08",2004,6635.82803051888
"CNPY","D07T08",2004,88047.9322965431
"EMPN","D07T08",2004,209000
"INTI","D07T08",2005,40400
"PROD","D07T08",2005,83900
"VALU","D07T08",2005,43500
"EMPE","D07T08",2005,213000
"FTEE","D07T08",2005,210000
"FTEN","D07T08",2005,210000
"LABR","D07T08",2005,14370
"WAGE","D07T08",2005,11986000
"CAPN","D07T08",2005,103700
"GFCF","D07T08",2005,10200
"VKPY","D07T08",2005,35041.8458842428
"PKPY","D07T08",2005,70851.5465073891
"IKPY","D07T08",2005,35860.6206161076
"GKPY","D07T08",2005,9655.16772190096
"CNPY","D07T08",2005,96673.49557736
"EMPN","D07T08",2005,213000
"INTI","D07T08",2006,47100
"PROD","D07T08",2006,99400
"VALU","D07T08",2006,52400
"EMPE","D07T08",2006,221000
"FTEE","D07T08",2006,217000
"FTEN","D07T08",2006,218000
"LABR","D07T08",2006,15759
"WAGE","D07T08",2006,12925000
"CAPN","D07T08",2006,116300
"GFCF","D07T08",2006,14400
"VKPY","D07T08",2006,44487.437471578
"PKPY","D07T08",2006,88040.3807907507
"IKPY","D07T08",2006,43595.9177829393
"GKPY","D07T08",2006,11311.7353203371
"CNPY","D07T08",2006,109927.20154482
"EMPN","D07T08",2006,222000
"INTI","D07T08",2007,45100
"PROD","D07T08",2007,103600
"VALU","D07T08",2007,58500
"EMPE","D07T08",2007,221000
"FTEE","D07T08",2007,217000
"FTEN","D07T08",2007,221000
"LABR","D07T08",2007,16259
"WAGE","D07T08",2007,13478000
"CAPN","D07T08",2007,125200
"GFCF","D07T08",2007,13400
"VKPY","D07T08",2007,53312.1021232445
"PKPY","D07T08",2007,96364.815189191
"IKPY","D07T08",2007,43089.2732620281
"GKPY","D07T08",2007,14478.734472874
"CNPY","D07T08",2007,121052.554176987
"EMPN","D07T08",2007,225000
"INTI","D07T08",2008,53500
"PROD","D07T08",2008,116500
"VALU","D07T08",2008,63000
"EMPE","D07T08",2008,226000
"FTEE","D07T08",2008,223000
"FTEN","D07T08",2008,227000
"LABR","D07T08",2008,17524
"WAGE","D07T08",2008,14388000
"CAPN","D07T08",2008,134500
"GFCF","D07T08",2008,14400
"VKPY","D07T08",2008,55611.4070310579
"PKPY","D07T08",2008,103212.032217984
"IKPY","D07T08",2008,47602.3052316915
"GKPY","D07T08",2008,14148.5937535354
"CNPY","D07T08",2008,130353.203568532
"EMPN","D07T08",2008,230000
"INTI","D07T08",2009,38600
"PROD","D07T08",2009,104400
"VALU","D07T08",2009,65800
"EMPE","D07T08",2009,207000
"FTEE","D07T08",2009,204000
"FTEN","D07T08",2009,208000
"LABR","D07T08",2009,16017
"WAGE","D07T08",2009,13300000
"CAPN","D07T08",2009,131600
"GFCF","D07T08",2009,12600
"VKPY","D07T08",2009,60342.5156124286
"PKPY","D07T08",2009,101604.744461887
"IKPY","D07T08",2009,40841.2534829574
"GKPY","D07T08",2009,10286.1551209338
"CNPY","D07T08",2009,137856.813406447
"EMPN","D07T08",2009,211000
"INTI","D07T08",2010,37400
"PROD","D07T08",2010,114700
"VALU","D07T08",2010,77300
"EMPE","D07T08",2010,204000
"FTEE","D07T08",2010,202000
"FTEN","D07T08",2010,207000
"LABR","D07T08",2010,16777
"WAGE","D07T08",2010,13923000
"CAPN","D07T08",2010,136400
"GFCF","D07T08",2010,14000
"VKPY","D07T08",2010,70071.736
"PKPY","D07T08",2010,105489.936
"IKPY","D07T08",2010,35341.774
"GKPY","D07T08",2010,15939.63
"CNPY","D07T08",2010,136257.324
"EMPN","D07T08",2010,209000
"INTI","D07T08",2011,47400
"PROD","D07T08",2011,135900
"VALU","D07T08",2011,88400
"EMPE","D07T08",2011,214000
"FTEE","D07T08",2011,210000
"FTEN","D07T08",2011,214000
"LABR","D07T08",2011,18209
"WAGE","D07T08",2011,15301000
"CAPN","D07T08",2011,150600
"GFCF","D07T08",2011,20900
"VKPY","D07T08",2011,80236.894790219
"PKPY","D07T08",2011,123422.485253949
"IKPY","D07T08",2011,43188.1584552037
"GKPY","D07T08",2011,20598.0000790483
